,Unnamed: 0,original_image,cropped_img_name,taxonomy_cat,color_tonks,color_prob,pattern_tonks,pattern_prob
0,0,fall_outfit_flatlay_00000000.jpg,fall_outfit_flatlay_00000000_2.jpg,bottom,navy,0.9999849796,melange,0.9994357228
1,1,fall_outfit_flatlay_00000001.jpg,fall_outfit_flatlay_00000001_3.jpg,bottom,grey,0.9996939898,plaid,0.9341333508
2,2,fall_outfit_flatlay_00000006.jpg,fall_outfit_flatlay_00000006_2.jpg,bottom,blue,0.9670160413,melange,0.9265571237
3,3,fall_outfit_flatlay_00000007.jpg,fall_outfit_flatlay_00000007_2.jpg,bottom,navy,0.9999929667,melange,0.9994037151
4,4,fall_outfit_flatlay_00000008.jpg,fall_outfit_flatlay_00000008_3.jpg,bottom,blue,0.9992702603,melange,0.9981624484
5,5,fall_outfit_flatlay_00000009.jpg,fall_outfit_flatlay_00000009_3.jpg,bottom,blue,0.98358953,geometric,0.9668153524
6,6,fall_outfit_flatlay_00000013.jpg,fall_outfit_flatlay_00000013_3.jpg,bottom,navy,0.9999990463,melange,0.9985697269
7,7,fall_outfit_flatlay_00000014.jpg,fall_outfit_flatlay_00000014_2.jpg,bottom,blue,0.9999872446,geometric,0.9719892144
8,8,fall_outfit_flatlay_00000020.jpg,fall_outfit_flatlay_00000020_0.jpg,bottom,red,1,plaid,1
9,9,fall_outfit_flatlay_00000021.jpg,fall_outfit_flatlay_00000021_2.jpg,bottom,blue,0.7453296185,geometric,0.4433833361
10,10,fall_outfit_flatlay_00000025.jpg,fall_outfit_flatlay_00000025_3.jpg,bottom,navy,0.9999929667,striped,0.9999432564
11,11,fall_outfit_flatlay_00000032.jpg,fall_outfit_flatlay_00000032_3.jpg,bottom,blue,0.9997269511,melange,0.994820714
12,12,fall_outfit_flatlay_00000039.jpg,fall_outfit_flatlay_00000039_2.jpg,bottom,black,0.9972502589,plaid,0.8576700091
13,13,fall_outfit_flatlay_00000040.jpg,fall_outfit_flatlay_00000040_3.jpg,bottom,navy,0.999999404,plaid,0.4574999809
14,14,fall_outfit_flatlay_00000049.jpg,fall_outfit_flatlay_00000049_2.jpg,bottom,blue,1,striped,0.709467411
15,15,fall_outfit_flatlay_00000051.jpg,fall_outfit_flatlay_00000051_2.jpg,bottom,grey,0.9472116828,melange,0.9884038568
16,16,fall_outfit_flatlay_00000057.jpg,fall_outfit_flatlay_00000057_2.jpg,bottom,navy,0.9999679327,striped,0.9004369974
17,17,fall_outfit_flatlay_00000061.jpg,fall_outfit_flatlay_00000061_3.jpg,bottom,grey,0.5525453687,plaid,0.9352393746
18,18,fall_outfit_flatlay_00000062.jpg,fall_outfit_flatlay_00000062_2.jpg,bottom,black,0.9757834077,cheetah,0.9998509884
19,19,fall_outfit_flatlay_00000066.jpg,fall_outfit_flatlay_00000066_2.jpg,bottom,blue,0.9936277866,melange,0.8779832125
20,20,fall_outfit_flatlay_00000069.jpg,fall_outfit_flatlay_00000069_2.jpg,bottom,yellow,0.9591315985,melange,0.8214686513
21,21,fall_outfit_flatlay_00000071.jpg,fall_outfit_flatlay_00000071_2.jpg,bottom,black,1,solid,0.9992448092
22,22,fall_outfit_flatlay_00000072.jpg,fall_outfit_flatlay_00000072_3.jpg,bottom,blue,1,camo,0.9589004517
23,23,fall_outfit_flatlay_00000073.jpg,fall_outfit_flatlay_00000073_3.jpg,bottom,navy,0.9999995232,melange,0.999507308
24,24,fall_outfit_flatlay_00000078.jpg,fall_outfit_flatlay_00000078_0.jpg,bottom,navy,1,melange,0.9983956218
25,25,fall_outfit_flatlay_00000079.jpg,fall_outfit_flatlay_00000079_3.jpg,bottom,grey,0.9999742508,camo,0.5995112658
26,26,fall_outfit_flatlay_00000083.jpg,fall_outfit_flatlay_00000083_2.jpg,bottom,grey,0.524042964,geometric,0.9522895217
27,27,fall_outfit_flatlay_00000086.jpg,fall_outfit_flatlay_00000086_3.jpg,bottom,green,0.99268049,geometric,0.7861629725
28,28,fall_outfit_flatlay_00000097.jpg,fall_outfit_flatlay_00000097_3.jpg,bottom,blue,1,striped,0.6978845
29,29,fall_outfit_flatlay_00000099.jpg,fall_outfit_flatlay_00000099_3.jpg,bottom,black,0.9999995232,solid,0.9999825954
30,30,fall_outfit_flatlay_00000103.jpg,fall_outfit_flatlay_00000103_3.jpg,bottom,grey,0.9958149791,geometric,0.5315454006
31,31,fall_outfit_flatlay_00000110.jpg,fall_outfit_flatlay_00000110_3.jpg,bottom,grey,0.9988975525,melange,0.998880446
32,32,fall_outfit_flatlay_00000116.jpg,fall_outfit_flatlay_00000116_3.jpg,bottom,navy,0.9259704351,melange,0.9919831157
33,33,fall_outfit_flatlay_00000121.jpg,fall_outfit_flatlay_00000121_2.jpg,bottom,grey,0.9999771118,melange,0.9996886253
34,34,fall_outfit_flatlay_00000135.jpg,fall_outfit_flatlay_00000135_3.jpg,bottom,grey,0.9338634014,melange,0.9998113513
35,35,fall_outfit_flatlay_00000135.jpg,fall_outfit_flatlay_00000135_4.jpg,bottom,navy,0.9999688864,melange,0.9996614456
36,36,fall_outfit_flatlay_00000143.jpg,fall_outfit_flatlay_00000143_0.jpg,bottom,grey,0.9960946441,melange,0.9067689776
37,37,fall_outfit_flatlay_00000146.jpg,fall_outfit_flatlay_00000146_2.jpg,bottom,navy,1,melange,0.9764558077
38,38,fall_outfit_flatlay_00000147.jpg,fall_outfit_flatlay_00000147_2.jpg,bottom,green,0.9953820109,plaid,0.8794514537
39,39,fall_outfit_flatlay_00000149.jpg,fall_outfit_flatlay_00000149_2.jpg,bottom,black,0.9999997616,solid,0.539259553
40,40,fall_outfit_flatlay_00000150.jpg,fall_outfit_flatlay_00000150_2.jpg,bottom,navy,1,striped,0.9997525811
41,41,fall_outfit_flatlay_00000154.jpg,fall_outfit_flatlay_00000154_3.jpg,bottom,navy,1,solid,0.9999535084
42,42,fall_outfit_flatlay_00000156.jpg,fall_outfit_flatlay_00000156_3.jpg,bottom,navy,1,melange,0.9998040795
43,43,fall_outfit_flatlay_00000162.jpg,fall_outfit_flatlay_00000162_2.jpg,bottom,grey,1,melange,0.9996699095
44,44,fall_outfit_flatlay_00000164.jpg,fall_outfit_flatlay_00000164_0.jpg,bottom,blue,1,melange,0.5281590223
45,45,fall_outfit_flatlay_00000165.jpg,fall_outfit_flatlay_00000165_1.jpg,bottom,red,1,plaid,0.9999998808
46,46,fall_outfit_flatlay_00000172.jpg,fall_outfit_flatlay_00000172_2.jpg,bottom,grey,1,solid,0.6562767625
47,47,fall_outfit_flatlay_00000174.jpg,fall_outfit_flatlay_00000174_3.jpg,bottom,grey,0.9999995232,camo,0.9999679327
48,48,fall_outfit_flatlay_00000175.jpg,fall_outfit_flatlay_00000175_2.jpg,bottom,blue,0.9986598492,dotted,0.9999758005
49,49,fall_outfit_flatlay_00000178.jpg,fall_outfit_flatlay_00000178_3.jpg,bottom,navy,0.9999998808,melange,0.9992903471
50,50,fall_outfit_flatlay_00000180.jpg,fall_outfit_flatlay_00000180_1.jpg,bottom,blue,1,melange,0.8588457108
51,51,fall_outfit_flatlay_00000188.jpg,fall_outfit_flatlay_00000188_3.jpg,bottom,navy,0.9999943972,melange,0.908418119
52,52,fall_outfit_flatlay_00000195.jpg,fall_outfit_flatlay_00000195_3.jpg,bottom,black,0.9957684278,melange,0.9999434948
53,53,fall_outfit_flatlay_00000199.jpg,fall_outfit_flatlay_00000199_0.jpg,bottom,grey,0.9999603033,plaid,0.9424641728
54,54,fall_outfit_flatlay_00000201.jpg,fall_outfit_flatlay_00000201_0.jpg,bottom,green,0.9999941587,striped,0.9999998808
55,55,fall_outfit_flatlay_00000205.jpg,fall_outfit_flatlay_00000205_3.jpg,bottom,blue,1,melange,0.9992730021
56,56,fall_outfit_flatlay_00000207.jpg,fall_outfit_flatlay_00000207_3.jpg,bottom,grey,0.9999996424,striped,0.6184675694
57,57,fall_outfit_flatlay_00000211.jpg,fall_outfit_flatlay_00000211_1.jpg,bottom,green,0.9999989271,lace,0.5027109981
58,58,fall_outfit_flatlay_00000214.jpg,fall_outfit_flatlay_00000214_2.jpg,bottom,yellow,1,solid,0.9995511174
59,59,fall_outfit_flatlay_00000225.jpg,fall_outfit_flatlay_00000225_2.jpg,bottom,grey,0.9993982315,melange,0.9991675615
60,60,fall_outfit_flatlay_00000227.jpg,fall_outfit_flatlay_00000227_2.jpg,bottom,grey,0.9907795191,plaid,0.9995363951
61,61,fall_outfit_flatlay_00000230.jpg,fall_outfit_flatlay_00000230_2.jpg,bottom,navy,0.9999997616,geometric,0.516092658
62,62,fall_outfit_flatlay_00000232.jpg,fall_outfit_flatlay_00000232_2.jpg,bottom,blue,0.9997933507,melange,0.9988893867
63,63,fall_outfit_flatlay_00000237.jpg,fall_outfit_flatlay_00000237_3.jpg,bottom,blue,1,melange,0.9653096199
64,64,fall_outfit_flatlay_00000242.jpg,fall_outfit_flatlay_00000242_3.jpg,bottom,blue,0.9999973774,melange,0.9014624953
65,65,fall_outfit_flatlay_00000247.jpg,fall_outfit_flatlay_00000247_1.jpg,bottom,grey,0.9999990463,melange,0.9829224348
66,66,fall_outfit_flatlay_00000248.jpg,fall_outfit_flatlay_00000248_3.jpg,bottom,grey,0.9999995232,camo,0.9999479055
67,67,fall_outfit_flatlay_00000249.jpg,fall_outfit_flatlay_00000249_1.jpg,bottom,blue,0.9999989271,melange,0.9988607168
68,68,fall_outfit_flatlay_00000251.jpg,fall_outfit_flatlay_00000251_2.jpg,bottom,navy,0.9999830723,melange,0.9997040629
69,69,fall_outfit_flatlay_00000252.jpg,fall_outfit_flatlay_00000252_2.jpg,bottom,beige,1,melange,0.8985593915
70,70,fall_outfit_flatlay_00000262.jpg,fall_outfit_flatlay_00000262_3.jpg,bottom,navy,0.9999976158,floral,1
71,71,fall_outfit_flatlay_00000291.jpg,fall_outfit_flatlay_00000291_4.jpg,bottom,black,0.9996438026,melange,0.890298903
72,72,fall_outfit_flatlay_00000292.jpg,fall_outfit_flatlay_00000292_1.jpg,bottom,black,0.9887286425,melange,0.9999706745
73,73,fall_outfit_flatlay_00000298.jpg,fall_outfit_flatlay_00000298_1.jpg,bottom,pink,0.9394981265,geometric,0.9138057828
74,74,fall_outfit_flatlay_00000300.jpg,fall_outfit_flatlay_00000300_1.jpg,bottom,grey,0.9999998808,melange,0.99887079
75,75,fall_outfit_flatlay_00000302.jpg,fall_outfit_flatlay_00000302_0.jpg,bottom,grey,1,camo,0.9999724627
76,76,fall_outfit_flatlay_00000323.jpg,fall_outfit_flatlay_00000323_3.jpg,bottom,grey,0.999999404,melange,0.6460309029
77,77,fall_outfit_flatlay_00000327.jpg,fall_outfit_flatlay_00000327_1.jpg,bottom,blue,0.9987303615,geometric,0.9879361987
78,78,fall_outfit_flatlay_00000328.jpg,fall_outfit_flatlay_00000328_3.jpg,bottom,grey,0.9989427924,melange,0.9987860322
79,79,fall_outfit_flatlay_00000329.jpg,fall_outfit_flatlay_00000329_3.jpg,bottom,red,1,solid,0.9946521521
80,80,fall_outfit_flatlay_00000354.jpg,fall_outfit_flatlay_00000354_1.jpg,bottom,navy,0.6110047102,melange,0.9994189739
81,81,fall_outfit_flatlay_00000355.jpg,fall_outfit_flatlay_00000355_0.jpg,bottom,black,1,melange,0.999868989
82,82,fall_outfit_flatlay_00000358.jpg,fall_outfit_flatlay_00000358_2.jpg,bottom,black,0.9893999696,melange,0.9992861152
83,83,fall_outfit_flatlay_00000359.jpg,fall_outfit_flatlay_00000359_0.jpg,bottom,brown,0.9975084066,geometric,0.9995766282
84,84,fall_outfit_flatlay_00000363.jpg,fall_outfit_flatlay_00000363_2.jpg,bottom,grey,1,dotted,0.9999574423
85,85,fall_outfit_flatlay_00000373.jpg,fall_outfit_flatlay_00000373_2.jpg,bottom,grey,0.9999892712,melange,0.99996984
86,86,fall_outfit_flatlay_00000376.jpg,fall_outfit_flatlay_00000376_0.jpg,bottom,black,0.9999961853,solid,0.9987052679
87,87,fall_outfit_flatlay_00000379.jpg,fall_outfit_flatlay_00000379_2.jpg,bottom,white,0.9459035993,melange,0.9999877214
88,88,fall_outfit_flatlay_00000388.jpg,fall_outfit_flatlay_00000388_2.jpg,bottom,grey,0.9999550581,melange,0.996905148
89,89,fall_outfit_flatlay_00000389.jpg,fall_outfit_flatlay_00000389_3.jpg,bottom,blue,0.9999741316,plaid,0.6691135764
90,90,fall_outfit_flatlay_00000390.jpg,fall_outfit_flatlay_00000390_2.jpg,bottom,black,1,solid,0.9997466207
91,91,fall_outfit_flatlay_00000393.jpg,fall_outfit_flatlay_00000393_4.jpg,bottom,blue,0.9930561185,melange,0.9972374439
92,92,fall_outfit_flatlay_00000400.jpg,fall_outfit_flatlay_00000400_3.jpg,bottom,grey,0.9999997616,melange,0.9514870048
93,93,fall_outfit_flatlay_00000403.jpg,fall_outfit_flatlay_00000403_0.jpg,bottom,blue,0.9996857643,striped,0.9997521043
94,94,fall_outfit_flatlay_00000412.jpg,fall_outfit_flatlay_00000412_3.jpg,bottom,navy,0.9883021712,geometric,0.8260749578
95,95,fall_outfit_flatlay_00000416.jpg,fall_outfit_flatlay_00000416_2.jpg,bottom,white,1,melange,0.9005118012
96,96,fall_outfit_flatlay_00000417.jpg,fall_outfit_flatlay_00000417_2.jpg,bottom,blue,0.9998437166,striped,0.8828003407
97,97,fall_outfit_flat_lay_00000001.jpg,fall_outfit_flat_lay_00000001_3.jpg,bottom,grey,0.7747417688,melange,0.9997767806
98,98,fall_outfit_flat_lay_00000004.jpg,fall_outfit_flat_lay_00000004_3.jpg,bottom,navy,0.9915340543,geometric,0.9457903504
99,99,fall_outfit_flat_lay_00000005.jpg,fall_outfit_flat_lay_00000005_2.jpg,bottom,blue,1,geometric,0.638278842
100,100,fall_outfit_flat_lay_00000006.jpg,fall_outfit_flat_lay_00000006_2.jpg,bottom,navy,0.9999997616,striped,0.9688100219
101,101,fall_outfit_flat_lay_00000011.jpg,fall_outfit_flat_lay_00000011_0.jpg,bottom,blue,0.587302506,geometric,0.998704195
102,102,fall_outfit_flat_lay_00000012.jpg,fall_outfit_flat_lay_00000012_1.jpg,bottom,blue,0.9075135589,melange,0.9957239628
103,103,fall_outfit_flat_lay_00000020.jpg,fall_outfit_flat_lay_00000020_0.jpg,bottom,navy,0.9999982119,melange,0.9998962879
104,104,fall_outfit_flat_lay_00000023.jpg,fall_outfit_flat_lay_00000023_3.jpg,bottom,blue,1,geometric,0.9300352335
105,105,fall_outfit_flat_lay_00000025.jpg,fall_outfit_flat_lay_00000025_10.jpg,bottom,green,0.6104595661,geometric,0.682677865
106,106,fall_outfit_flat_lay_00000025.jpg,fall_outfit_flat_lay_00000025_11.jpg,bottom,grey,0.9999997616,melange,0.7223881483
107,107,fall_outfit_flat_lay_00000025.jpg,fall_outfit_flat_lay_00000025_9.jpg,bottom,grey,0.9999848604,melange,0.9198054075
108,108,fall_outfit_flat_lay_00000028.jpg,fall_outfit_flat_lay_00000028_2.jpg,bottom,blue,0.9790311456,melange,0.9939495325
109,109,fall_outfit_flat_lay_00000032.jpg,fall_outfit_flat_lay_00000032_0.jpg,bottom,blue,1,gingham,0.9280194044
110,110,fall_outfit_flat_lay_00000035.jpg,fall_outfit_flat_lay_00000035_1.jpg,bottom,grey,0.6767566204,plaid,0.9936849475
111,111,fall_outfit_flat_lay_00000039.jpg,fall_outfit_flat_lay_00000039_4.jpg,bottom,blue,0.9999980927,geometric,0.9928584099
112,112,fall_outfit_flat_lay_00000042.jpg,fall_outfit_flat_lay_00000042_7.jpg,bottom,blue,0.9586244226,geometric,0.7141982317
113,113,fall_outfit_flat_lay_00000042.jpg,fall_outfit_flat_lay_00000042_8.jpg,bottom,grey,0.9999989271,plaid,0.4422704279
114,114,fall_outfit_flat_lay_00000042.jpg,fall_outfit_flat_lay_00000042_9.jpg,bottom,grey,0.9999974966,melange,0.9629967809
115,115,fall_outfit_flat_lay_00000048.jpg,fall_outfit_flat_lay_00000048_2.jpg,bottom,white,1,melange,0.9998415709
116,116,fall_outfit_flat_lay_00000049.jpg,fall_outfit_flat_lay_00000049_3.jpg,bottom,black,1,solid,0.8768928051
117,117,fall_outfit_flat_lay_00000054.jpg,fall_outfit_flat_lay_00000054_3.jpg,bottom,grey,0.9719845653,striped,0.9954819679
118,118,fall_outfit_flat_lay_00000059.jpg,fall_outfit_flat_lay_00000059_0.jpg,bottom,blue,0.768668592,melange,0.9482266903
119,119,fall_outfit_flat_lay_00000060.jpg,fall_outfit_flat_lay_00000060_1.jpg,bottom,blue,0.9999939203,melange,0.6687502265
120,120,fall_outfit_flat_lay_00000067.jpg,fall_outfit_flat_lay_00000067_2.jpg,bottom,blue,0.9920027256,melange,0.7033327222
121,121,fall_outfit_flat_lay_00000069.jpg,fall_outfit_flat_lay_00000069_1.jpg,bottom,grey,0.7650901675,striped,0.8364181519
122,122,fall_outfit_flat_lay_00000072.jpg,fall_outfit_flat_lay_00000072_2.jpg,bottom,grey,0.999833703,melange,0.9262387156
123,123,fall_outfit_flat_lay_00000074.jpg,fall_outfit_flat_lay_00000074_2.jpg,bottom,grey,0.9933300614,geometric,0.7692361474
124,124,fall_outfit_flat_lay_00000076.jpg,fall_outfit_flat_lay_00000076_2.jpg,bottom,blue,1,plaid,0.6460236311
125,125,fall_outfit_flat_lay_00000077.jpg,fall_outfit_flat_lay_00000077_2.jpg,bottom,black,0.9999063015,melange,0.9999955893
126,126,fall_outfit_flat_lay_00000080.jpg,fall_outfit_flat_lay_00000080_3.jpg,bottom,blue,1,plaid,0.987455368
127,127,fall_outfit_flat_lay_00000098.jpg,fall_outfit_flat_lay_00000098_1.jpg,bottom,blue,1,plaid,0.9685409665
128,128,fall_outfit_flat_lay_00000100.jpg,fall_outfit_flat_lay_00000100_3.jpg,bottom,brown,0.9920309782,melange,0.9999907017
129,129,fall_outfit_flat_lay_00000101.jpg,fall_outfit_flat_lay_00000101_3.jpg,bottom,navy,1,solid,0.9993360639
130,130,fall_outfit_flat_lay_00000103.jpg,fall_outfit_flat_lay_00000103_3.jpg,bottom,black,0.9999965429,solid,0.9998633862
131,131,fall_outfit_flat_lay_00000106.jpg,fall_outfit_flat_lay_00000106_2.jpg,bottom,grey,0.9999814034,melange,0.999219656
132,132,fall_outfit_flat_lay_00000111.jpg,fall_outfit_flat_lay_00000111_0.jpg,bottom,blue,1,melange,0.999782145
133,133,fall_outfit_flat_lay_00000114.jpg,fall_outfit_flat_lay_00000114_2.jpg,bottom,blue,0.9999988079,melange,0.9986513257
134,134,fall_outfit_flat_lay_00000128.jpg,fall_outfit_flat_lay_00000128_3.jpg,bottom,black,1,melange,0.9999759197
135,135,fall_outfit_flat_lay_00000129.jpg,fall_outfit_flat_lay_00000129_2.jpg,bottom,navy,0.999992609,solid,0.9757317901
136,136,fall_outfit_flat_lay_00000138.jpg,fall_outfit_flat_lay_00000138_1.jpg,bottom,blue,0.9999845028,melange,0.9315975308
137,137,fall_outfit_flat_lay_00000145.jpg,fall_outfit_flat_lay_00000145_2.jpg,bottom,blue,1,melange,0.9522849917
138,138,fall_outfit_flat_lay_00000148.jpg,fall_outfit_flat_lay_00000148_3.jpg,bottom,navy,1,solid,0.9999046326
139,139,fall_outfit_flat_lay_00000153.jpg,fall_outfit_flat_lay_00000153_2.jpg,bottom,navy,0.9998809099,melange,0.4671813846
140,140,fall_outfit_flat_lay_00000156.jpg,fall_outfit_flat_lay_00000156_3.jpg,bottom,black,0.999997735,geometric,0.88661623
141,141,fall_outfit_flat_lay_00000160.jpg,fall_outfit_flat_lay_00000160_3.jpg,bottom,black,0.9999995232,plaid,0.8168013692
142,142,fall_outfit_flat_lay_00000160.jpg,fall_outfit_flat_lay_00000160_4.jpg,bottom,beige,0.6121134758,melange,0.9500338435
143,143,fall_outfit_flat_lay_00000161.jpg,fall_outfit_flat_lay_00000161_1.jpg,bottom,blue,0.9973990917,melange,0.8679794073
144,144,fall_outfit_flat_lay_00000162.jpg,fall_outfit_flat_lay_00000162_0.jpg,bottom,navy,0.9977177382,melange,0.9928165674
145,145,fall_outfit_flat_lay_00000174.jpg,fall_outfit_flat_lay_00000174_1.jpg,bottom,red,0.9999992847,geometric,0.945710361
146,146,fall_outfit_flat_lay_00000174.jpg,fall_outfit_flat_lay_00000174_2.jpg,bottom,red,0.9999997616,melange,0.6787976027
147,147,fall_outfit_flat_lay_00000179.jpg,fall_outfit_flat_lay_00000179_0.jpg,bottom,blue,0.9999998808,melange,0.9995019436
148,148,fall_outfit_flat_lay_00000190.jpg,fall_outfit_flat_lay_00000190_4.jpg,bottom,navy,0.9997989535,melange,0.9989798665
149,149,fall_outfit_flat_lay_00000193.jpg,fall_outfit_flat_lay_00000193_3.jpg,bottom,blue,0.9999594688,geometric,0.9731026292
150,150,fall_outfit_flat_lay_00000195.jpg,fall_outfit_flat_lay_00000195_0.jpg,bottom,black,1,melange,0.9975091219
151,151,fall_outfit_flat_lay_00000210.jpg,fall_outfit_flat_lay_00000210_2.jpg,bottom,grey,0.9995542169,geometric,0.9886105657
152,152,fall_outfit_flat_lay_00000215.jpg,fall_outfit_flat_lay_00000215_2.jpg,bottom,grey,0.9999982119,melange,0.999342978
153,153,fall_outfit_flat_lay_00000224.jpg,fall_outfit_flat_lay_00000224_8.jpg,bottom,blue,0.9959396124,melange,0.9884698391
154,154,fall_outfit_flat_lay_00000224.jpg,fall_outfit_flat_lay_00000224_9.jpg,bottom,black,0.9997395873,solid,0.9600374103
155,155,fall_outfit_flat_lay_00000232.jpg,fall_outfit_flat_lay_00000232_3.jpg,bottom,navy,1,melange,0.9936879277
156,156,fall_outfit_flat_lay_00000234.jpg,fall_outfit_flat_lay_00000234_0.jpg,bottom,blue,0.543659091,geometric,0.7053520679
157,157,fall_outfit_flat_lay_00000242.jpg,fall_outfit_flat_lay_00000242_3.jpg,bottom,blue,0.9839645624,lace,0.9999997616
158,158,fall_outfit_flat_lay_00000249.jpg,fall_outfit_flat_lay_00000249_2.jpg,bottom,green,1,lace,0.9959129691
159,159,fall_outfit_flat_lay_00000249.jpg,fall_outfit_flat_lay_00000249_3.jpg,bottom,beige,1,melange,0.9652875066
160,160,fall_outfit_flat_lay_00000261.jpg,fall_outfit_flat_lay_00000261_3.jpg,bottom,green,0.9998582602,melange,0.9999667406
161,161,fall_outfit_flat_lay_00000262.jpg,fall_outfit_flat_lay_00000262_1.jpg,bottom,navy,0.9999022484,melange,0.9752369523
162,162,fall_outfit_flat_lay_00000263.jpg,fall_outfit_flat_lay_00000263_1.jpg,bottom,blue,0.9945217371,melange,0.9991731048
163,163,fall_outfit_flat_lay_00000264.jpg,fall_outfit_flat_lay_00000264_1.jpg,bottom,blue,0.9995414019,camo,0.6184407473
164,164,fall_outfit_flat_lay_00000271.jpg,fall_outfit_flat_lay_00000271_1.jpg,bottom,navy,0.9999988079,melange,0.5223286152
165,165,fall_outfit_flat_lay_00000273.jpg,fall_outfit_flat_lay_00000273_2.jpg,bottom,grey,0.9743973017,melange,0.9740043879
166,166,fall_outfit_flat_lay_00000275.jpg,fall_outfit_flat_lay_00000275_2.jpg,bottom,blue,1,melange,0.9996361732
167,167,fall_outfit_flat_lay_00000291.jpg,fall_outfit_flat_lay_00000291_2.jpg,bottom,grey,0.999999404,melange,0.9967578053
168,168,fall_outfit_flat_lay_00000293.jpg,fall_outfit_flat_lay_00000293_1.jpg,bottom,black,1,lace,0.9999797344
169,169,fall_outfit_flat_lay_00000298.jpg,fall_outfit_flat_lay_00000298_2.jpg,bottom,yellow,1,solid,0.9998682737
170,170,fall_outfit_flat_lay_00000317.jpg,fall_outfit_flat_lay_00000317_1.jpg,bottom,grey,0.9999600649,gingham,0.5148622394
171,171,fall_outfit_flat_lay_00000346.jpg,fall_outfit_flat_lay_00000346_2.jpg,bottom,grey,1,plaid,0.9997099042
172,172,fall_outfit_flat_lay_00000365.jpg,fall_outfit_flat_lay_00000365_2.jpg,bottom,blue,1,gingham,0.5395542383
173,173,fall_outfit_flat_lay_00000398.jpg,fall_outfit_flat_lay_00000398_3.jpg,bottom,pink,0.9979040623,solid,0.5408015251
174,174,fall_outfit_flat_lay_00000408.jpg,fall_outfit_flat_lay_00000408_2.jpg,bottom,brown,0.999999404,melange,0.9889492989
175,175,fall_outfit_flat_lay_00000439.jpg,fall_outfit_flat_lay_00000439_3.jpg,bottom,navy,0.5555577278,melange,0.9995804429
176,176,fall_outfit_flat_lay_00000443.jpg,fall_outfit_flat_lay_00000443_2.jpg,bottom,grey,0.9999747276,melange,0.9985598922
177,177,fall_outfit_flat_lay_00000504.jpg,fall_outfit_flat_lay_00000504_0.jpg,bottom,grey,0.9991082549,melange,0.9939376116
178,178,fall_outfit_flat_lay_00000512.jpg,fall_outfit_flat_lay_00000512_0.jpg,bottom,navy,0.9999375343,melange,0.9987068176
179,179,fall_outfit_flat_lay_00000516.jpg,fall_outfit_flat_lay_00000516_2.jpg,bottom,navy,1,melange,0.9993762374
180,180,Fashion_Flat_Lay_Photography_00000005.jpg,Fashion_Flat_Lay_Photography_00000005_3.jpg,bottom,grey,0.9998273849,plaid,0.74627316
181,181,Fashion_Flat_Lay_Photography_00000012.jpg,Fashion_Flat_Lay_Photography_00000012_1.jpg,bottom,red,1,striped,0.8710196018
182,182,Fashion_Flat_Lay_Photography_00000015.jpg,Fashion_Flat_Lay_Photography_00000015_3.jpg,bottom,black,0.9988202453,melange,0.9998298883
183,183,Fashion_Flat_Lay_Photography_00000017.jpg,Fashion_Flat_Lay_Photography_00000017_2.jpg,bottom,grey,1,striped,0.9902404547
184,184,Fashion_Flat_Lay_Photography_00000018.jpg,Fashion_Flat_Lay_Photography_00000018_8.jpg,bottom,grey,0.8199699521,melange,0.9953653812
185,185,Fashion_Flat_Lay_Photography_00000018.jpg,Fashion_Flat_Lay_Photography_00000018_9.jpg,bottom,black,0.999817431,solid,0.912804842
186,186,Fashion_Flat_Lay_Photography_00000037.jpg,Fashion_Flat_Lay_Photography_00000037_4.jpg,bottom,grey,0.9997074008,plaid,0.9910388589
187,187,Fashion_Flat_Lay_Photography_00000101.jpg,Fashion_Flat_Lay_Photography_00000101_3.jpg,bottom,black,0.9999191761,gingham,0.7381738424
188,188,Fashion_Flat_Lay_Photography_00000124.jpg,Fashion_Flat_Lay_Photography_00000124_2.jpg,bottom,navy,0.9984154701,lace,0.7186297774
189,189,Fashion_Flat_Lay_Photography_00000125.jpg,Fashion_Flat_Lay_Photography_00000125_1.jpg,bottom,red,1,solid,0.9998632669
190,190,Fashion_Flat_Lay_Photography_00000160.jpg,Fashion_Flat_Lay_Photography_00000160_2.jpg,bottom,grey,0.9999996424,melange,0.9995797276
191,191,Fashion_Flat_Lay_Photography_00000165.jpg,Fashion_Flat_Lay_Photography_00000165_0.jpg,bottom,black,0.9999992847,melange,0.9996945858
192,192,Fashion_Flat_Lay_Photography_00000177.jpg,Fashion_Flat_Lay_Photography_00000177_3.jpg,bottom,blue,0.9177796841,melange,0.9338520169
193,193,Fashion_Flat_Lay_Photography_00000180.jpg,Fashion_Flat_Lay_Photography_00000180_2.jpg,bottom,brown,0.9999365807,geometric,0.9998162389
194,194,Fashion_Flat_Lay_Photography_00000202.jpg,Fashion_Flat_Lay_Photography_00000202_1.jpg,bottom,navy,0.9998112321,plaid,0.990576148
195,195,Fashion_Flat_Lay_Photography_00000207.jpg,Fashion_Flat_Lay_Photography_00000207_3.jpg,bottom,grey,0.9650813937,melange,0.9989930987
196,196,Fashion_Flat_Lay_Photography_00000211.jpg,Fashion_Flat_Lay_Photography_00000211_2.jpg,bottom,blue,1,melange,0.6729034781
197,197,Fashion_Flat_Lay_Photography_00000214.jpg,Fashion_Flat_Lay_Photography_00000214_0.jpg,bottom,purple,0.9962108135,melange,0.7895761132
