,Unnamed: 0,original_image,cropped_img_name,taxonomy_cat,color_tonks,color_prob,pattern_tonks,pattern_prob
446,446,style_outfit_flatlays_00000289.jpg,style_outfit_flatlays_00000289_0.jpg,bottom,black,1,melange,0.9998282194
447,447,style_outfit_flatlays_00000294.jpg,style_outfit_flatlays_00000294_2.jpg,bottom,blue,1,geometric,0.9842039943
448,448,style_outfit_flatlays_00000312.jpg,style_outfit_flatlays_00000312_2.jpg,bottom,black,1,solid,0.9929021001
449,449,style_outfit_flatlays_00000325.jpg,style_outfit_flatlays_00000325_3.jpg,bottom,white,0.9997445941,dotted,1
450,450,style_outfit_flatlays_00000330.jpg,style_outfit_flatlays_00000330_3.jpg,bottom,orange,0.4921568036,geometric,0.7596193552
451,451,style_outfit_flatlays_00000335.jpg,style_outfit_flatlays_00000335_3.jpg,bottom,white,0.9392190576,melange,0.999972105
452,452,style_outfit_flatlays_00000336.jpg,style_outfit_flatlays_00000336_2.jpg,bottom,blue,1,melange,0.9949043989
453,453,style_outfit_flatlays_00000337.jpg,style_outfit_flatlays_00000337_3.jpg,bottom,white,0.8872774243,striped,1
454,454,style_outfit_flatlays_00000340.jpg,style_outfit_flatlays_00000340_0.jpg,bottom,grey,0.9985662103,melange,0.9999016523
455,455,style_outfit_flatlays_00000347.jpg,style_outfit_flatlays_00000347_0.jpg,bottom,blue,0.9486996531,melange,0.9687684774
456,456,style_outfit_flatlays_00000348.jpg,style_outfit_flatlays_00000348_2.jpg,bottom,grey,0.9960592985,striped,0.9999997616
457,457,style_outfit_flatlays_00000352.jpg,style_outfit_flatlays_00000352_2.jpg,bottom,navy,0.9776866436,melange,0.999920845
458,458,style_outfit_flatlays_00000353.jpg,style_outfit_flatlays_00000353_2.jpg,bottom,brown,1,solid,0.9934626818
459,459,style_outfit_flatlays_00000354.jpg,style_outfit_flatlays_00000354_3.jpg,bottom,navy,0.9999909401,melange,0.9995730519
460,460,style_outfit_flatlays_00000358.jpg,style_outfit_flatlays_00000358_2.jpg,bottom,navy,0.9996466637,melange,0.9827061892
461,461,style_outfit_flatlays_00000360.jpg,style_outfit_flatlays_00000360_0.jpg,bottom,grey,0.9861520529,melange,0.9642745256
462,462,style_outfit_flatlays_00000367.jpg,style_outfit_flatlays_00000367_3.jpg,bottom,grey,0.5584719777,melange,0.964644134
463,463,style_outfit_flatlays_00000373.jpg,style_outfit_flatlays_00000373_0.jpg,bottom,white,0.8162862659,plaid,0.9982448816
464,464,style_outfit_flatlays_00000377.jpg,style_outfit_flatlays_00000377_2.jpg,bottom,grey,0.447324574,dotted,1
465,465,style_outfit_flatlays_00000380.jpg,style_outfit_flatlays_00000380_3.jpg,bottom,orange,0.6007410288,striped,0.8647883534
466,466,style_outfit_flatlays_00000383.jpg,style_outfit_flatlays_00000383_0.jpg,bottom,blue,0.9979863167,striped,0.8490118384
467,467,style_outfit_flatlays_00000384.jpg,style_outfit_flatlays_00000384_1.jpg,bottom,grey,1,striped,0.9948992133
468,468,style_outfit_flatlays_00000397.jpg,style_outfit_flatlays_00000397_1.jpg,bottom,blue,0.9868237972,melange,0.5641416311
469,469,style_outfit_flatlays_00000408.jpg,style_outfit_flatlays_00000408_2.jpg,bottom,beige,1,melange,0.993329823
470,470,style_outfit_flatlays_00000408.jpg,style_outfit_flatlays_00000408_6.jpg,bottom,green,0.9993168116,floral,0.9052932858
471,471,style_outfit_flatlays_00000409.jpg,style_outfit_flatlays_00000409_3.jpg,bottom,grey,0.9999860525,gingham,0.8398619294
472,472,style_outfit_flatlays_00000416.jpg,style_outfit_flatlays_00000416_3.jpg,bottom,pink,0.9999560118,striped,0.9998649359
473,473,style_outfit_flatlays_00000422.jpg,style_outfit_flatlays_00000422_4.jpg,bottom,grey,0.9993952513,plaid,0.9812084436
474,474,style_outfit_flatlays_00000424.jpg,style_outfit_flatlays_00000424_2.jpg,bottom,grey,0.9999996424,melange,0.9998463392
475,475,style_outfit_flatlays_00000426.jpg,style_outfit_flatlays_00000426_0.jpg,bottom,brown,1,melange,0.9960157275
476,476,style_outfit_flatlays_00000443.jpg,style_outfit_flatlays_00000443_2.jpg,bottom,beige,0.6492304802,solid,0.9992169142
477,477,Summer_Outfits_Tumblr_flatlays_00000000.jpg,Summer_Outfits_Tumblr_flatlays_00000000_0.jpg,bottom,navy,0.8831407428,melange,0.9992769361
478,478,Summer_Outfits_Tumblr_flatlays_00000001.jpg,Summer_Outfits_Tumblr_flatlays_00000001_2.jpg,bottom,grey,0.9999755621,melange,0.9984868765
479,479,Summer_Outfits_Tumblr_flatlays_00000002.jpg,Summer_Outfits_Tumblr_flatlays_00000002_2.jpg,bottom,blue,1,geometric,0.9902413487
480,480,Summer_Outfits_Tumblr_flatlays_00000003.jpg,Summer_Outfits_Tumblr_flatlays_00000003_2.jpg,bottom,grey,0.9996780157,striped,0.8162279129
481,481,Summer_Outfits_Tumblr_flatlays_00000004.jpg,Summer_Outfits_Tumblr_flatlays_00000004_1.jpg,bottom,blue,0.9999883175,melange,0.9898546338
482,482,Summer_Outfits_Tumblr_flatlays_00000006.jpg,Summer_Outfits_Tumblr_flatlays_00000006_3.jpg,bottom,grey,0.9913011193,striped,0.9950769544
483,483,Summer_Outfits_Tumblr_flatlays_00000011.jpg,Summer_Outfits_Tumblr_flatlays_00000011_3.jpg,bottom,blue,0.9999907017,plaid,0.863496542
484,484,Summer_Outfits_Tumblr_flatlays_00000015.jpg,Summer_Outfits_Tumblr_flatlays_00000015_3.jpg,bottom,grey,0.9999858141,melange,0.5585908294
485,485,Summer_Outfits_Tumblr_flatlays_00000016.jpg,Summer_Outfits_Tumblr_flatlays_00000016_1.jpg,bottom,green,0.9132553339,floral,0.5973239541
486,486,Summer_Outfits_Tumblr_flatlays_00000039.jpg,Summer_Outfits_Tumblr_flatlays_00000039_0.jpg,bottom,grey,0.9999969006,melange,0.4887235761
487,487,Summer_Outfits_Tumblr_flatlays_00000041.jpg,Summer_Outfits_Tumblr_flatlays_00000041_2.jpg,bottom,grey,0.9999998808,plaid,0.2840532362
488,488,Summer_Outfits_Tumblr_flatlays_00000043.jpg,Summer_Outfits_Tumblr_flatlays_00000043_3.jpg,bottom,grey,0.5253490806,melange,0.9661759138
489,489,Summer_Outfits_Tumblr_flatlays_00000046.jpg,Summer_Outfits_Tumblr_flatlays_00000046_3.jpg,bottom,grey,0.9930451512,melange,0.9989972711
490,490,Summer_Outfits_Tumblr_flatlays_00000051.jpg,Summer_Outfits_Tumblr_flatlays_00000051_4.jpg,bottom,grey,0.9999976158,geometric,0.9623723626
491,491,Summer_Outfits_Tumblr_flatlays_00000054.jpg,Summer_Outfits_Tumblr_flatlays_00000054_2.jpg,bottom,green,0.9999997616,camo,0.6664918065
492,492,Summer_Outfits_Tumblr_flatlays_00000062.jpg,Summer_Outfits_Tumblr_flatlays_00000062_3.jpg,bottom,grey,0.9920956492,melange,0.9998602867
493,493,Summer_Outfits_Tumblr_flatlays_00000067.jpg,Summer_Outfits_Tumblr_flatlays_00000067_2.jpg,bottom,grey,0.9999949932,camo,0.9887991548
494,494,Summer_Outfits_Tumblr_flatlays_00000068.jpg,Summer_Outfits_Tumblr_flatlays_00000068_1.jpg,bottom,grey,0.8370091915,lace,0.9868744016
495,495,Summer_Outfits_Tumblr_flatlays_00000079.jpg,Summer_Outfits_Tumblr_flatlays_00000079_3.jpg,bottom,green,1,striped,0.4489001632
496,496,Summer_Outfits_Tumblr_flatlays_00000081.jpg,Summer_Outfits_Tumblr_flatlays_00000081_0.jpg,bottom,grey,0.9999989271,melange,0.9816322327
497,497,Summer_Outfits_Tumblr_flatlays_00000086.jpg,Summer_Outfits_Tumblr_flatlays_00000086_0.jpg,bottom,grey,0.999966383,melange,0.8393777013
498,498,Summer_Outfits_Tumblr_flatlays_00000089.jpg,Summer_Outfits_Tumblr_flatlays_00000089_0.jpg,bottom,grey,0.9942654967,melange,0.8847384453
499,499,Summer_Outfits_Tumblr_flatlays_00000095.jpg,Summer_Outfits_Tumblr_flatlays_00000095_2.jpg,bottom,green,0.9999997616,striped,0.6704928279
500,500,Summer_Outfits_Tumblr_flatlays_00000097.jpg,Summer_Outfits_Tumblr_flatlays_00000097_2.jpg,bottom,blue,1,melange,0.9995579123
501,501,Summer_Outfits_Tumblr_flatlays_00000100.jpg,Summer_Outfits_Tumblr_flatlays_00000100_0.jpg,bottom,black,0.9996080995,plaid,0.5932914615
502,502,Summer_Outfits_Tumblr_flatlays_00000110.jpg,Summer_Outfits_Tumblr_flatlays_00000110_2.jpg,bottom,grey,1,camo,0.5362163186
503,503,Summer_Outfits_Tumblr_flatlays_00000111.jpg,Summer_Outfits_Tumblr_flatlays_00000111_3.jpg,bottom,green,0.999260366,melange,0.9998567104
504,504,Summer_Outfits_Tumblr_flatlays_00000112.jpg,Summer_Outfits_Tumblr_flatlays_00000112_0.jpg,bottom,blue,0.9812155366,melange,0.905068934
505,505,Summer_Outfits_Tumblr_flatlays_00000117.jpg,Summer_Outfits_Tumblr_flatlays_00000117_3.jpg,bottom,white,0.9998675585,dotted,0.9809158444
506,506,Summer_Outfits_Tumblr_flatlays_00000123.jpg,Summer_Outfits_Tumblr_flatlays_00000123_2.jpg,bottom,blue,0.9978513718,geometric,0.81266886
507,507,Summer_Outfits_Tumblr_flatlays_00000127.jpg,Summer_Outfits_Tumblr_flatlays_00000127_3.jpg,bottom,blue,0.7741951346,melange,0.8261018991
508,508,Summer_Outfits_Tumblr_flatlays_00000128.jpg,Summer_Outfits_Tumblr_flatlays_00000128_3.jpg,bottom,blue,0.9696568251,melange,0.9415537119
509,509,Summer_Outfits_Tumblr_flatlays_00000129.jpg,Summer_Outfits_Tumblr_flatlays_00000129_0.jpg,bottom,grey,0.9999996424,melange,0.999561727
510,510,Summer_Outfits_Tumblr_flatlays_00000134.jpg,Summer_Outfits_Tumblr_flatlays_00000134_1.jpg,bottom,white,1,geometric,0.9633975625
511,511,Summer_Outfits_Tumblr_flatlays_00000136.jpg,Summer_Outfits_Tumblr_flatlays_00000136_3.jpg,bottom,grey,0.9999973774,melange,0.6396894455
512,512,Summer_Outfits_Tumblr_flatlays_00000140.jpg,Summer_Outfits_Tumblr_flatlays_00000140_2.jpg,bottom,blue,1,melange,0.9994963408
513,513,Summer_Outfits_Tumblr_flatlays_00000145.jpg,Summer_Outfits_Tumblr_flatlays_00000145_1.jpg,bottom,navy,1,solid,0.9979441762
514,514,Summer_Outfits_Tumblr_flatlays_00000147.jpg,Summer_Outfits_Tumblr_flatlays_00000147_3.jpg,bottom,grey,0.9999964237,melange,0.5950084329
515,515,Summer_Outfits_Tumblr_flatlays_00000149.jpg,Summer_Outfits_Tumblr_flatlays_00000149_4.jpg,bottom,grey,0.9616481662,lace,0.493357271
516,516,Summer_Outfits_Tumblr_flatlays_00000151.jpg,Summer_Outfits_Tumblr_flatlays_00000151_2.jpg,bottom,blue,1,geometric,0.9988465309
517,517,Summer_Outfits_Tumblr_flatlays_00000155.jpg,Summer_Outfits_Tumblr_flatlays_00000155_0.jpg,bottom,green,0.5687580705,striped,0.5165017247
518,518,Summer_Outfits_Tumblr_flatlays_00000156.jpg,Summer_Outfits_Tumblr_flatlays_00000156_0.jpg,bottom,blue,0.997590661,plaid,0.5519198179
519,519,Summer_Outfits_Tumblr_flatlays_00000160.jpg,Summer_Outfits_Tumblr_flatlays_00000160_1.jpg,bottom,navy,0.9998756647,melange,0.999268353
520,520,Summer_Outfits_Tumblr_flatlays_00000177.jpg,Summer_Outfits_Tumblr_flatlays_00000177_0.jpg,bottom,grey,0.9999998808,melange,0.9921067953
521,521,Summer_Outfits_Tumblr_flatlays_00000179.jpg,Summer_Outfits_Tumblr_flatlays_00000179_1.jpg,bottom,blue,1,melange,0.8683012724
522,522,Summer_Outfits_Tumblr_flatlays_00000194.jpg,Summer_Outfits_Tumblr_flatlays_00000194_1.jpg,bottom,grey,0.9999998808,melange,0.9530954957
523,523,Summer_Outfits_Tumblr_flatlays_00000195.jpg,Summer_Outfits_Tumblr_flatlays_00000195_4.jpg,bottom,blue,0.9982591271,gingham,0.9404109716
524,524,Summer_Outfits_Tumblr_flatlays_00000207.jpg,Summer_Outfits_Tumblr_flatlays_00000207_0.jpg,bottom,navy,0.9999998808,melange,0.9990714788
525,525,Summer_Outfits_Tumblr_flatlays_00000224.jpg,Summer_Outfits_Tumblr_flatlays_00000224_2.jpg,bottom,blue,0.9993632436,melange,0.9995954633
526,526,Summer_Outfits_Tumblr_flatlays_00000227.jpg,Summer_Outfits_Tumblr_flatlays_00000227_1.jpg,bottom,blue,0.9999789,melange,0.9997386336
527,527,Summer_Outfits_Tumblr_flatlays_00000250.jpg,Summer_Outfits_Tumblr_flatlays_00000250_2.jpg,bottom,grey,1,melange,0.8020364046
528,528,Summer_Outfits_Tumblr_flatlays_00000251.jpg,Summer_Outfits_Tumblr_flatlays_00000251_0.jpg,bottom,blue,0.9999997616,dotted,0.9998860359
529,529,Summer_Outfits_Tumblr_flatlays_00000254.jpg,Summer_Outfits_Tumblr_flatlays_00000254_3.jpg,bottom,black,1,melange,0.9914959669
530,530,Summer_Outfits_Tumblr_flatlays_00000255.jpg,Summer_Outfits_Tumblr_flatlays_00000255_2.jpg,bottom,grey,0.999915123,striped,0.6539993882
531,531,Summer_Outfits_Tumblr_flatlays_00000255.jpg,Summer_Outfits_Tumblr_flatlays_00000255_5.jpg,bottom,beige,0.9999597073,lace,0.664077282
532,532,Summer_Outfits_Tumblr_flatlays_00000263.jpg,Summer_Outfits_Tumblr_flatlays_00000263_3.jpg,bottom,grey,0.9999995232,geometric,0.8404034376
533,533,Summer_Outfits_Tumblr_flatlays_00000314.jpg,Summer_Outfits_Tumblr_flatlays_00000314_0.jpg,bottom,green,0.8346655965,melange,0.5697332025
534,534,Summer_Outfits_Tumblr_flatlays_00000342.jpg,Summer_Outfits_Tumblr_flatlays_00000342_2.jpg,bottom,orange,0.9998626709,solid,0.9841758609
535,535,Summer_Outfits_Tumblr_flatlays_00000346.jpg,Summer_Outfits_Tumblr_flatlays_00000346_2.jpg,bottom,grey,0.9999966621,melange,0.9994989634
536,536,Summer_Outfits_Tumblr_flatlays_00000350.jpg,Summer_Outfits_Tumblr_flatlays_00000350_0.jpg,bottom,white,0.999986887,melange,0.9997041821
537,537,Summer_Outfits_Tumblr_flatlays_00000362.jpg,Summer_Outfits_Tumblr_flatlays_00000362_3.jpg,bottom,blue,1,melange,0.8389051557
538,538,Summer_Outfits_Tumblr_flatlays_00000366.jpg,Summer_Outfits_Tumblr_flatlays_00000366_2.jpg,bottom,pink,0.9995880723,lace,0.9958984256
539,539,Summer_Outfits_Tumblr_flatlays_00000370.jpg,Summer_Outfits_Tumblr_flatlays_00000370_2.jpg,bottom,purple,1,melange,0.9357429743
540,540,Summer_Outfits_Tumblr_flatlays_00000394.jpg,Summer_Outfits_Tumblr_flatlays_00000394_3.jpg,bottom,navy,1,lace,0.3619401157
541,541,Summer_Outfits_Tumblr_flatlays_00000400.jpg,Summer_Outfits_Tumblr_flatlays_00000400_0.jpg,bottom,navy,1,striped,0.7081295252
542,542,Summer_Outfits_Tumblr_flatlays_00000402.jpg,Summer_Outfits_Tumblr_flatlays_00000402_3.jpg,bottom,blue,0.9998206496,melange,0.9979374409
543,543,Summer_Outfits_Tumblr_flatlays_00000404.jpg,Summer_Outfits_Tumblr_flatlays_00000404_0.jpg,bottom,blue,0.5938625336,camo,0.4862607121
544,544,Summer_Outfits_Tumblr_flatlays_00000414.jpg,Summer_Outfits_Tumblr_flatlays_00000414_3.jpg,bottom,grey,1,melange,0.7298610806
545,545,Summer_Outfits_Tumblr_flatlays_00000433.jpg,Summer_Outfits_Tumblr_flatlays_00000433_3.jpg,bottom,green,1,striped,0.9067763686
546,546,Summer_Outfits_Tumblr_flatlays_00000434.jpg,Summer_Outfits_Tumblr_flatlays_00000434_1.jpg,bottom,blue,1,melange,0.6532542706
547,547,Summer_Outfits_Tumblr_flatlays_00000437.jpg,Summer_Outfits_Tumblr_flatlays_00000437_0.jpg,bottom,green,0.9999504089,melange,0.9974652529
548,548,Summer_Outfits_Tumblr_flatlays_00000439.jpg,Summer_Outfits_Tumblr_flatlays_00000439_0.jpg,bottom,blue,1,melange,0.7947614193
549,549,Summer_Outfits_Tumblr_flatlays_00000442.jpg,Summer_Outfits_Tumblr_flatlays_00000442_3.jpg,bottom,green,0.8032469153,striped,0.9515297413
550,550,Summer_Outfits_Tumblr_flatlays_00000444.jpg,Summer_Outfits_Tumblr_flatlays_00000444_3.jpg,bottom,grey,0.6974517703,melange,0.9643012285
551,551,Summer_Outfits_Tumblr_flatlays_00000459.jpg,Summer_Outfits_Tumblr_flatlays_00000459_0.jpg,bottom,grey,0.9854249358,striped,0.4669975042
552,552,Summer_Outfits_Tumblr_flatlays_00000460.jpg,Summer_Outfits_Tumblr_flatlays_00000460_2.jpg,bottom,grey,0.9999475479,melange,0.9993852377
553,553,Summer_Outfits_Tumblr_flatlays_00000462.jpg,Summer_Outfits_Tumblr_flatlays_00000462_2.jpg,bottom,beige,0.954200685,lace,0.9940174818
554,554,Summer_Outfits_Tumblr_flatlays_00000467.jpg,Summer_Outfits_Tumblr_flatlays_00000467_3.jpg,bottom,black,1,lace,0.5277342796
555,555,Summer_Outfits_Tumblr_flatlays_00000478.jpg,Summer_Outfits_Tumblr_flatlays_00000478_3.jpg,bottom,black,1,melange,0.9954195023
556,556,Summer_Outfits_Tumblr_flatlays_00000479.jpg,Summer_Outfits_Tumblr_flatlays_00000479_3.jpg,bottom,red,0.4558752179,floral,0.9954060316
557,557,Summer_Outfits_Tumblr_flatlays_00000485.jpg,Summer_Outfits_Tumblr_flatlays_00000485_3.jpg,bottom,black,0.9999930859,dotted,0.999999404
558,558,Summer_Outfits_Tumblr_flatlays_00000491.jpg,Summer_Outfits_Tumblr_flatlays_00000491_2.jpg,bottom,green,1,solid,0.522197783
559,559,Summer_Outfits_Tumblr_flatlays_00000494.jpg,Summer_Outfits_Tumblr_flatlays_00000494_2.jpg,bottom,grey,0.9999990463,melange,0.997713685
560,560,Summer_Outfits_Tumblr_flatlays_00000512.jpg,Summer_Outfits_Tumblr_flatlays_00000512_2.jpg,bottom,blue,0.9985641837,melange,0.9997022748
561,561,Summer_Outfits_Tumblr_flatlays_00000515.jpg,Summer_Outfits_Tumblr_flatlays_00000515_0.jpg,bottom,grey,0.9976238608,striped,0.3906811476
562,562,Summer_Outfits_Tumblr_flatlays_00000520.jpg,Summer_Outfits_Tumblr_flatlays_00000520_2.jpg,bottom,grey,0.999999404,melange,0.9946343899
563,563,Summer_Outfits_Tumblr_flatlays_00000525.jpg,Summer_Outfits_Tumblr_flatlays_00000525_3.jpg,bottom,blue,1,geometric,0.4442303479
564,564,Summer_Outfits_Tumblr_flatlays_00000527.jpg,Summer_Outfits_Tumblr_flatlays_00000527_3.jpg,bottom,grey,0.9959580302,camo,0.6027968526
565,565,Summer_Outfits_Tumblr_flatlays_00000528.jpg,Summer_Outfits_Tumblr_flatlays_00000528_3.jpg,bottom,blue,0.5108191967,melange,0.9990234375
566,566,Summer_Outfits_Tumblr_flatlays_00000532.jpg,Summer_Outfits_Tumblr_flatlays_00000532_2.jpg,bottom,purple,1,solid,0.9980313182
567,567,Summer_Outfits_Tumblr_flatlays_00000547.jpg,Summer_Outfits_Tumblr_flatlays_00000547_2.jpg,bottom,navy,0.9987822175,melange,0.9987611771
568,568,Winter_Outfit_Flat_Lay_00000008.jpg,Winter_Outfit_Flat_Lay_00000008_3.jpg,bottom,blue,1,plaid,0.6581722498
569,569,Winter_Outfit_Flat_Lay_00000018.jpg,Winter_Outfit_Flat_Lay_00000018_2.jpg,bottom,blue,1,geometric,0.5457463264
570,570,Winter_Outfit_Flat_Lay_00000023.jpg,Winter_Outfit_Flat_Lay_00000023_0.jpg,bottom,blue,1,melange,0.6970099211
571,571,Winter_Outfit_Flat_Lay_00000036.jpg,Winter_Outfit_Flat_Lay_00000036_4.jpg,bottom,navy,0.9999017715,striped,0.9982383251
572,572,Winter_Outfit_Flat_Lay_00000040.jpg,Winter_Outfit_Flat_Lay_00000040_0.jpg,bottom,grey,0.9999933243,striped,0.9999995232
573,573,Winter_Outfit_Flat_Lay_00000063.jpg,Winter_Outfit_Flat_Lay_00000063_1.jpg,bottom,grey,0.9999995232,striped,0.9999575615
574,574,Winter_Outfit_Flat_Lay_00000086.jpg,Winter_Outfit_Flat_Lay_00000086_1.jpg,bottom,blue,0.9999998808,melange,0.9993038177
575,575,Winter_Outfit_Flat_Lay_00000089.jpg,Winter_Outfit_Flat_Lay_00000089_1.jpg,bottom,blue,0.9900548458,geometric,0.5532845259
576,576,Winter_Outfit_Flat_Lay_00000097.jpg,Winter_Outfit_Flat_Lay_00000097_0.jpg,bottom,blue,0.9388716817,melange,0.3503701985
577,577,Winter_Outfit_Flat_Lay_00000099.jpg,Winter_Outfit_Flat_Lay_00000099_3.jpg,bottom,navy,0.9999974966,melange,0.9995573163
578,578,Winter_Outfit_Flat_Lay_00000102.jpg,Winter_Outfit_Flat_Lay_00000102_2.jpg,bottom,navy,0.9635855556,melange,0.6422789097
579,579,Winter_Outfit_Flat_Lay_00000107.jpg,Winter_Outfit_Flat_Lay_00000107_3.jpg,bottom,white,0.9128270149,striped,0.9998958111
580,580,Winter_Outfit_Flat_Lay_00000112.jpg,Winter_Outfit_Flat_Lay_00000112_1.jpg,bottom,navy,0.9966802597,melange,0.9993320107
581,581,Winter_Outfit_Flat_Lay_00000137.jpg,Winter_Outfit_Flat_Lay_00000137_3.jpg,bottom,navy,1,melange,0.9984690547
582,582,Winter_Outfit_Flat_Lay_00000168.jpg,Winter_Outfit_Flat_Lay_00000168_3.jpg,bottom,grey,0.8545354009,plaid,0.5393870473
583,583,Winter_Outfit_Flat_Lay_00000177.jpg,Winter_Outfit_Flat_Lay_00000177_3.jpg,bottom,grey,0.9936907291,melange,0.9998955727
584,584,Winter_Outfit_Flat_Lay_00000190.jpg,Winter_Outfit_Flat_Lay_00000190_3.jpg,bottom,grey,0.9999961853,striped,0.9870089889
585,585,Winter_Outfit_Flat_Lay_00000194.jpg,Winter_Outfit_Flat_Lay_00000194_2.jpg,bottom,grey,0.9999041557,geometric,0.5263699293
586,586,Winter_Outfit_Flat_Lay_00000223.jpg,Winter_Outfit_Flat_Lay_00000223_3.jpg,bottom,grey,0.8850948811,melange,0.9997269511
587,587,Winter_Outfit_Flat_Lay_00000236.jpg,Winter_Outfit_Flat_Lay_00000236_1.jpg,bottom,purple,0.7757133245,melange,0.9998065829
588,588,Winter_Outfit_Flat_Lay_00000321.jpg,Winter_Outfit_Flat_Lay_00000321_3.jpg,bottom,blue,0.8446426988,geometric,0.9986813664
589,589,Winter_Outfit_Flat_Lay_00000324.jpg,Winter_Outfit_Flat_Lay_00000324_3.jpg,bottom,beige,0.9944338202,solid,0.716124177
590,590,Winter_Outfit_Flat_Lay_00000327.jpg,Winter_Outfit_Flat_Lay_00000327_3.jpg,bottom,navy,1,melange,0.9997285008
591,591,Winter_Outfit_Flat_Lay_00000333.jpg,Winter_Outfit_Flat_Lay_00000333_1.jpg,bottom,navy,0.9999687672,melange,0.9995550513
592,592,Winter_Outfit_Flat_Lay_00000341.jpg,Winter_Outfit_Flat_Lay_00000341_3.jpg,bottom,green,1,melange,0.8306799531
593,593,Winter_Outfit_Flat_Lay_00000345.jpg,Winter_Outfit_Flat_Lay_00000345_3.jpg,bottom,blue,0.7684265375,geometric,0.4490655959
594,594,Winter_Outfit_Flat_Lay_00000357.jpg,Winter_Outfit_Flat_Lay_00000357_0.jpg,bottom,orange,0.8949937224,floral,0.9999988079
595,595,Winter_Outfit_Flat_Lay_00000381.jpg,Winter_Outfit_Flat_Lay_00000381_2.jpg,bottom,yellow,1,solid,0.9995340109
596,596,Winter_Outfit_Flat_Lay_00000383.jpg,Winter_Outfit_Flat_Lay_00000383_2.jpg,bottom,green,0.7953097224,plaid,0.9621906281
597,597,Winter_Outfit_Flat_Lay_00000386.jpg,Winter_Outfit_Flat_Lay_00000386_2.jpg,bottom,green,1,lace,0.9849327207
598,598,Winter_Outfit_Flat_Lay_00000386.jpg,Winter_Outfit_Flat_Lay_00000386_3.jpg,bottom,beige,0.9999997616,geometric,0.3697895408
599,599,Winter_Outfit_Flat_Lay_00000423.jpg,Winter_Outfit_Flat_Lay_00000423_0.jpg,bottom,navy,0.9999828339,melange,0.7432289124
600,600,Winter_Outfit_Flat_Lay_00000426.jpg,Winter_Outfit_Flat_Lay_00000426_2.jpg,bottom,grey,0.9666087627,plaid,0.9960041642
601,601,Winter_Outfit_Flat_Lay_00000430.jpg,Winter_Outfit_Flat_Lay_00000430_2.jpg,bottom,black,0.9999996424,solid,0.9946316481
602,602,Winter_Outfit_Flat_Lay_00000431.jpg,Winter_Outfit_Flat_Lay_00000431_3.jpg,bottom,blue,0.9493929148,melange,0.3343820572
603,603,Winter_Outfit_Flat_Lay_00000432.jpg,Winter_Outfit_Flat_Lay_00000432_3.jpg,bottom,black,1,melange,0.9999690056
604,604,Winter_Outfit_Flat_Lay_00000435.jpg,Winter_Outfit_Flat_Lay_00000435_2.jpg,bottom,blue,0.9996034503,melange,0.9978587031
605,605,Winter_Outfit_Flat_Lay_00000435.jpg,Winter_Outfit_Flat_Lay_00000435_5.jpg,bottom,black,0.9966039658,lace,0.5861802697
606,606,Winter_Outfit_Flat_Lay_00000436.jpg,Winter_Outfit_Flat_Lay_00000436_0.jpg,bottom,blue,0.9993262291,melange,0.9990798235
607,607,Winter_Outfit_Flat_Lay_00000437.jpg,Winter_Outfit_Flat_Lay_00000437_3.jpg,bottom,black,1,solid,0.9958841205
608,608,Winter_Outfit_Flat_Lay_00000451.jpg,Winter_Outfit_Flat_Lay_00000451_3.jpg,bottom,blue,0.9999997616,plaid,0.8538089395
609,609,Winter_Outfit_Flat_Lay_00000459.jpg,Winter_Outfit_Flat_Lay_00000459_3.jpg,bottom,grey,0.9987828135,geometric,0.5473226309
610,610,Winter_Outfit_Flat_Lay_00000475.jpg,Winter_Outfit_Flat_Lay_00000475_2.jpg,bottom,blue,0.999974966,melange,0.9231907725
611,611,Winter_Outfit_Flat_Lay_00000481.jpg,Winter_Outfit_Flat_Lay_00000481_1.jpg,bottom,yellow,1,solid,0.9994894266
612,612,Winter_Outfit_Flat_Lay_00000533.jpg,Winter_Outfit_Flat_Lay_00000533_3.jpg,bottom,grey,1,striped,0.9895450473
613,613,103900218-summer-female-fashion-composition-flat-lay-top-view-clothes-and-accessories-background-.jpg,103900218-summer-female-fashion-composition-flat-lay-top-view-clothes-and-accessories-background-_3.jpg,dress,red,0.9999998808,dotted,0.9999997616
614,614,2018_07_Blog_TCW_Inline2_Blue_Tiered_Maxo_Dress_Flatlay.jpg,2018_07_Blog_TCW_Inline2_Blue_Tiered_Maxo_Dress_Flatlay_0.jpg,dress,grey,0.9864717126,striped,0.9999706745
615,615,fall_outfit_flatlay_00000023.jpg,fall_outfit_flatlay_00000023_3.jpg,dress,navy,0.9534791112,solid,0.9999477863
616,616,fall_outfit_flatlay_00000026.jpg,fall_outfit_flatlay_00000026_2.jpg,dress,grey,0.9999921322,striped,0.9999998808
617,617,fall_outfit_flatlay_00000030.jpg,fall_outfit_flatlay_00000030_3.jpg,dress,yellow,1,striped,0.6681187749
618,618,fall_outfit_flatlay_00000063.jpg,fall_outfit_flatlay_00000063_2.jpg,dress,brown,0.9934607744,geometric,0.6863706112
619,619,fall_outfit_flatlay_00000080.jpg,fall_outfit_flatlay_00000080_2.jpg,dress,blue,0.9997043014,solid,0.9987590313
620,620,fall_outfit_flatlay_00000193.jpg,fall_outfit_flatlay_00000193_3.jpg,dress,beige,0.9998527765,lace,1
